state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe,long,lat,group,order,region,subregion
North Carolina,Madison County,37115,81.7,0.6,21.8,0.3,1.9,0.6,4.7,0.3,0.6,0.1,2.95,0.15,28.5,2.7,1.6,0.2,2.4,NA,72.6,2.7,67.3,4,71.1,3.1,8403,302,0.3,0.3,0,0.4,0,0.4,1.3,0.9,0.7,0.4,25.9,3.2,25.8,3.3,74.1,3.2,87,2.3,63757,5138,28.7,1.7,44,0.6,45873,3607,25148,2798,32856,3173,0.4,0.3,0.5,0.4,0,0.2,25956,2081,2.42,0.08,21499,NA,NA,NA,NA,NA,NA,NA,1.6,0.4,4.7,1.8,9.3,1.7,0.3,0.3,5.5,3.9,2.4,3.7,8.7,1.5,95.4,0.5,94,0.2,-82.87261962890625,35.68954086303711,1916,57202,north carolina,madison
North Carolina,Madison County,37115,81.7,0.6,21.8,0.3,1.9,0.6,4.7,0.3,0.6,0.1,2.95,0.15,28.5,2.7,1.6,0.2,2.4,NA,72.6,2.7,67.3,4,71.1,3.1,8403,302,0.3,0.3,0,0.4,0,0.4,1.3,0.9,0.7,0.4,25.9,3.2,25.8,3.3,74.1,3.2,87,2.3,63757,5138,28.7,1.7,44,0.6,45873,3607,25148,2798,32856,3173,0.4,0.3,0.5,0.4,0,0.2,25956,2081,2.42,0.08,21499,NA,NA,NA,NA,NA,NA,NA,1.6,0.4,4.7,1.8,9.3,1.7,0.3,0.3,5.5,3.9,2.4,3.7,8.7,1.5,95.4,0.5,94,0.2,-82.88407135009766,35.67808151245117,1916,57203,north carolina,madison
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.515838623046875,41.22431182861328,2247,65903,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.555938720703125,41.21858215332031,2247,65904,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.5674057006836,41.201393127441406,2247,65905,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.57313537597656,41.19566345214844,2247,65906,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.57886505126953,41.17274475097656,2247,65907,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.607513427734375,41.155555725097656,2247,65908,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.6590805053711,41.189937591552734,2247,65909,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.66481018066406,41.21858215332031,2247,65910,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.6590805053711,41.247230529785156,2247,65911,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.6590805053711,41.25296401977539,2247,65912,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.699188232421875,41.27014923095703,2247,65913,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.70491790771484,41.304527282714844,2247,65914,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.70491790771484,41.31598663330078,2247,65915,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.70491790771484,41.338905334472656,2247,65916,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.739288330078125,41.350364685058594,2247,65917,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.75647735595703,41.3675537109375,2247,65918,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.77366638183594,41.37328338623047,2247,65919,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.82523345947266,41.384742736816406,2247,65920,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.836700439453125,41.40192794799805,2247,65921,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.84815216064453,41.41911697387695,2247,65922,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.785125732421875,41.505062103271484,2247,65923,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.80804443359375,41.51652145385742,2247,65924,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.7793960571289,41.562355041503906,2247,65925,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.7793960571289,41.57381820678711,2247,65926,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.739288330078125,41.636844635009766,2247,65927,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.470001220703125,41.642574310302734,2247,65928,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.44708251953125,41.28733825683594,2247,65929,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.45854187011719,41.27587890625,2247,65930,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.4757308959961,41.258689880371094,2247,65931,pennsylvania,lackawanna
Pennsylvania,Lackawanna County,42069,79.6,NA,19.6,0.1,3,0.2,5.3,0.1,2.8,0.1,2.94,0.04,28.3,0.9,2.8,0.2,7.5,NA,79.7,0.9,73.2,1,73.4,0.9,87161,777,1.1,0.2,2.5,0.3,0.4,0.1,4,0.4,5.5,0.4,35.7,0.9,2.3,0.3,64.3,0.9,91,0.5,71187,1770,21.7,0.5,42.1,0.2,52821,1206,27406,620,38163,941,0.1,0.1,0.9,0.2,0,0.1,29899,710,2.32,0.02,210652,NA,14.7,0.9,8.1,1,21.2,2.4,2.3,0.3,4.3,0.5,4.5,0.4,0.5,0.2,2,0.6,1.8,0.9,7.9,0.3,91.1,0.3,85.2,0.1,-75.515838623046875,41.22431182861328,2247,65932,pennsylvania,lackawanna
North Dakota,LaMoure County,38045,78.9,1.3,25.6,1.2,4.2,0.9,4.9,0.7,0.2,0.2,2.8,0.13,24.6,2.9,1,0.7,1.9,0.4,75.3,3.2,71.2,3.5,71.3,2.9,1822,85,0.1,0.2,0.7,0.8,0.3,0.4,6.1,2,1.6,1,23.1,3.1,2.6,1,76.9,3.1,86.2,2.4,84603,7674,17.4,1.8,47.9,1.5,60806,6195,35498,2572,39250,2536,0.3,0.3,0.5,0.4,0,0.5,37220,3424,2.22,0.09,4125,125,NA,NA,NA,NA,NA,NA,1.4,0.9,0.6,0.4,3.9,1.4,0,2,3,1.7,3.3,3.5,9.1,1.6,96.5,0.8,96,0.7,-98.43415069580078,46.62730407714844,1981,59104,north dakota,la moure
North Dakota,LaMoure County,38045,78.9,1.3,25.6,1.2,4.2,0.9,4.9,0.7,0.2,0.2,2.8,0.13,24.6,2.9,1,0.7,1.9,0.4,75.3,3.2,71.2,3.5,71.3,2.9,1822,85,0.1,0.2,0.7,0.8,0.3,0.4,6.1,2,1.6,1,23.1,3.1,2.6,1,76.9,3.1,86.2,2.4,84603,7674,17.4,1.8,47.9,1.5,60806,6195,35498,2572,39250,2536,0.3,0.3,0.5,0.4,0,0.5,37220,3424,2.22,0.09,4125,125,NA,NA,NA,NA,NA,NA,1.4,0.9,0.6,0.4,3.9,1.4,0,2,3,1.7,3.3,3.5,9.1,1.6,96.5,0.8,96,0.7,-98.02734375,46.62730407714844,1981,59105,north dakota,la moure
